"SalesOrderNumber","SalesOrderLineNumber","OrderDate","DueDate","DeliveryDate","StoreKey","ProductKey","PromotionKey","CurrencyKey","CustomerKey","Quantity","NetPrice","UnitCost","UnitPrice","DiscountAmount","DeliveryStatus","IsOrderDelayed"
"20250919194259","1","2025-09-19","2025-09-22","2025-09-25","299","1861","1","1","7903","4","501.3","255.58","501.3","0.0","Delayed","1"
"20250919194259","2","2025-09-19","2025-09-22","2025-09-22","102","1194","1","1","7903","3","317.36","145.94","317.36","0.0","On Time","1"
"20250919194259","3","2025-09-19","2025-09-22","2025-09-25","206","1035","1","1","7903","4","140.88","71.82","140.88","0.0","Delayed","1"
"20250919194259","4","2025-09-19","2025-09-22","2025-09-25","93","2334","1","1","7903","3","318.85","105.64","318.85","0.0","Delayed","1"
"20230325402185","1","2023-03-25","2023-03-29","2023-03-29","286","379","1","1","2973","6","163.44","83.32","163.44","0.0","On Time","0"
"20211116308427","1","2021-11-16","2021-11-22","2021-11-22","38","956","27","1","26942","2","62.17","45.65","99.27","37.1","On Time","0"
"20211116308427","2","2021-11-16","2021-11-22","2021-11-22","48","2130","26","1","26942","6","163.82","102.6","223.1","59.28","On Time","0"
"20211116308427","3","2021-11-16","2021-11-22","2021-11-22","456","2231","1","1","26942","8","169.96","78.16","169.96","0.0","On Time","0"
"20211116308427","4","2021-11-16","2021-11-22","2021-11-20","180","1410","27","1","26942","5","72.19","53.03","115.31","43.12","Early Delivery","0"
"20250820670837","1","2025-08-20","2025-08-25","2025-08-23","130","2434","1","1","19964","2","14.58","7.44","14.58","0.0","Early Delivery","0"
"20250425250013","1","2025-04-25","2025-05-01","2025-05-01","285","2099","1","1","33748","5","129.1","65.82","129.1","0.0","On Time","0"
"20250425250013","2","2025-04-25","2025-05-01","2025-05-01","456","1220","1","1","33748","2","226.61","115.53","226.61","0.0","On Time","0"
"20250425250013","3","2025-04-25","2025-05-01","2025-05-01","491","468","1","1","33748","5","85.23","41.27","89.74","4.51","On Time","0"
"20220629616709","1","2022-06-29","2022-07-06","2022-07-06","177","708","1","1","39776","6","39.11","19.94","39.11","0.0","On Time","0"
"20231018478388","1","2023-10-18","2023-10-23","2023-10-22","152","1038","1","1","36338","4","93.7","43.09","93.7","0.0","Early Delivery","0"
"20210112080300","1","2021-01-12","2021-01-18","2021-01-18","106","1210","2","1","19404","4","336.28","198.27","431.16","94.88","On Time","0"
"20210112080300","2","2021-01-12","2021-01-18","2021-01-18","378","1442","2","1","19404","6","212.2","87.87","265.22","53.02","On Time","0"
"20210112080300","3","2021-01-12","2021-01-18","2021-01-18","468","2471","1","1","19404","6","15.54","7.92","15.54","0.0","On Time","0"
"20240218714075","1","2024-02-18","2024-02-24","2024-02-27","113","2235","1","1","27452","4","51.13","26.07","51.13","0.0","Delayed","1"
"20250510281475","1","2025-05-10","2025-05-13","2025-05-18","160","875","1","1","35823","6","65.15","21.59","65.15","0.0","Delayed","1"
"20250510281475","2","2025-05-10","2025-05-13","2025-05-18","443","2133","1","1","35823","3","65.13","33.2","65.13","0.0","Delayed","1"
"20250619114079","1","2025-06-19","2025-06-26","2025-06-26","187","1671","1","1","8749","6","2.5","1.27","2.5","0.0","On Time","0"
"20250619114079","2","2025-06-19","2025-06-26","2025-06-26","63","806","1","1","8749","5","7.97","4.07","7.97","0.0","On Time","0"
"20250619114079","3","2025-06-19","2025-06-26","2025-06-24","29","1827","1","1","8749","2","1329.58","440.52","1329.58","0.0","Early Delivery","0"
"20221001591123","1","2022-10-01","2022-10-06","2022-10-09","317","1577","1","1","24581","5","109.8","36.38","109.8","0.0","Delayed","1"
"20230515760202","1","2023-05-15","2023-05-20","2023-05-20","254","2263","1","1","28308","5","169.96","78.16","169.96","0.0","On Time","0"
"20220110030410","1","2022-01-10","2022-01-15","2022-01-21","68","1384","32","1","6734","6","3.88","4.34","8.52","4.64","Delayed","1"
"20220110030410","2","2022-01-10","2022-01-15","2022-01-21","352","2244","1","1","6734","2","40.08","20.44","40.08","0.0","Delayed","1"
"20250827930132","1","2025-08-27","2025-08-31","2025-08-31","29","456","1","1","31893","4","280.26","128.88","280.26","0.0","On Time","0"
"20230509342374","1","2023-05-09","2023-05-15","2023-05-15","477","852","1","1","17452","2","115.76","38.35","115.76","0.0","On Time","0"
"20250524389817","1","2025-05-24","2025-05-28","2025-05-28","56","2423","1","1","30072","7","20.05","10.22","20.05","0.0","On Time","0"
"20250524389817","2","2025-05-24","2025-05-28","2025-05-28","35","459","1","1","30072","4","135.31","68.99","135.31","0.0","On Time","0"
"20250524389817","3","2025-05-24","2025-05-28","2025-05-28","440","303","1","1","30072","4","435.67","144.35","435.67","0.0","On Time","0"
"20250524389817","4","2025-05-24","2025-05-28","2025-05-28","238","2174","1","1","30072","3","71.19","38.08","74.7","3.51","On Time","0"
"20210427281186","1","2021-04-27","2021-05-03","2021-05-03","321","1829","10","1","40131","8","834.88","419.15","911.46","76.58","On Time","1"
"20210427281186","2","2021-04-27","2021-05-03","2021-05-05","103","2323","10","1","40131","3","46.87","26.07","51.13","4.26","Delayed","1"
"20250721788765","1","2025-07-21","2025-07-27","2025-07-27","235","59","1","1","33749","1","78.21","39.87","78.21","0.0","On Time","0"
"20210211969873","1","2021-02-11","2021-02-15","2021-02-15","252","1034","1","1","22109","4","145.39","48.17","145.39","0.0","On Time","0"
"20210211969873","2","2021-02-11","2021-02-15","2021-02-15","240","559","4","1","22109","5","118.7","57.87","125.84","7.14","On Time","0"
"20211123044038","1","2021-11-23","2021-11-30","2021-11-30","336","1930","26","1","38200","5","110.42","76.68","150.4","39.98","On Time","0"
"20211111811742","1","2021-11-11","2021-11-17","2021-11-17","215","262","27","1","31426","5","67.56","50.87","99.77","32.21","On Time","0"
"20251206377043","1","2025-12-06","2025-12-12","2025-12-12","213","2370","1","1","29027","1","230.62","106.05","230.62","0.0","On Time","0"
"20220930922957","1","2022-09-30","2022-10-07","2022-10-07","215","2415","48","1","29439","3","16.83","9.42","18.46","1.63","On Time","0"
"20220930922957","2","2022-09-30","2022-10-07","2022-10-07","421","1153","48","1","29439","5","462.75","165.94","500.85","38.1","On Time","0"
"20221206383311","1","2022-12-06","2022-12-10","2022-12-10","109","78","57","1","20049","2","13.44","9.35","20.33","6.89","On Time","0"
"20221206383311","2","2022-12-06","2022-12-10","2022-12-10","381","579","56","1","20049","2","86.86","58.53","114.81","27.95","On Time","0"
"20211230745849","1","2021-12-30","2022-01-03","2022-01-03","385","1740","31","1","24065","5","9.9","7.16","14.04","4.14","On Time","0"
"20211230745849","2","2021-12-30","2022-01-03","2022-01-03","463","1049","30","1","24065","4","188.38","97.67","294.79","106.41","On Time","0"
"20211230745849","3","2021-12-30","2022-01-03","2022-01-03","204","82","30","1","24065","9","12.56","9.35","20.33","7.77","On Time","0"
"20241029375733","1","2024-10-29","2024-11-01","2024-11-01","233","1525","1","1","41525","3","201.54","66.78","201.54","0.0","On Time","0"
"20250914626247","1","2025-09-14","2025-09-19","2025-09-19","329","1477","1","1","26437","4","133.86","61.56","133.86","0.0","On Time","0"
"20240401607662","1","2024-04-01","2024-04-08","2024-04-08","471","1964","1","1","39821","4","405.6","207.27","450.72","45.12","On Time","0"
"20240401607662","2","2024-04-01","2024-04-08","2024-04-08","376","464","1","1","39821","4","340.42","112.79","340.42","0.0","On Time","0"
"20241124813955","1","2024-11-24","2024-11-27","2024-11-27","49","2038","1","1","9817","3","100.27","46.11","100.27","0.0","On Time","0"
"20220822009337","1","2022-08-22","2022-08-28","2022-08-28","362","23","46","1","13107","3","63.8","30.89","67.18","3.38","On Time","0"
"20241224758241","1","2024-12-24","2024-12-29","2024-12-29","425","2255","1","1","39794","4","169.96","78.16","169.96","0.0","On Time","0"
"20220404313082","1","2022-04-04","2022-04-08","2022-04-08","68","875","40","1","22576","5","57.0","21.59","65.15","8.15","On Time","0"
"20221119291580","1","2022-11-19","2022-11-24","2022-11-24","34","1516","53","1","16359","4","58.03","66.4","144.39","86.36","On Time","0"
"20221119291580","2","2022-11-19","2022-11-24","2022-11-24","477","819","1","1","16359","4","14.99","7.64","14.99","0.0","On Time","0"
"20241128761374","1","2024-11-28","2024-12-01","2024-12-04","213","1753","1","1","2534","2","44.62","20.52","44.62","0.0","Delayed","1"
"20231207151813","1","2023-12-07","2023-12-11","2023-12-11","86","1410","1","1","31516","5","115.31","53.03","115.31","0.0","On Time","0"
"20231207151813","2","2023-12-07","2023-12-11","2023-12-11","21","1200","1","1","31516","6","501.35","166.11","501.35","0.0","On Time","0"
"20230506918542","1","2023-05-06","2023-05-12","2023-05-15","156","2451","1","1","7139","4","15.04","7.67","15.04","0.0","Delayed","1"
"20230506918542","2","2023-05-06","2023-05-12","2023-05-15","376","1097","1","1","7139","9","284.77","94.35","284.77","0.0","Delayed","1"
"20230506918542","3","2023-05-06","2023-05-12","2023-05-14","255","2312","1","1","7139","2","128.22","61.9","134.61","6.39","Delayed","1"
"20251116947940","1","2025-11-16","2025-11-19","2025-11-25","451","1356","1","1","12093","2","18.04","8.3","18.04","0.0","Delayed","1"
"20241024071831","1","2024-10-24","2024-10-28","2024-11-01","287","1214","1","1","29209","5","82.72","42.17","82.72","0.0","Delayed","1"
"20240913382265","1","2024-09-13","2024-09-20","2024-09-20","346","2071","1","1","17847","4","50.13","25.56","50.13","0.0","On Time","0"
"20241111182393","1","2024-11-11","2024-11-18","2024-11-24","205","1233","1","1","5095","4","440.19","202.43","440.19","0.0","Delayed","1"
"20220703059569","1","2022-07-03","2022-07-10","2022-07-13","114","2099","1","1","23544","4","129.1","65.82","129.1","0.0","Delayed","1"
"20220703059569","2","2022-07-03","2022-07-10","2022-07-09","194","1129","44","1","23544","3","168.18","72.46","218.69","50.51","Early Delivery","1"
"20210717457485","1","2021-07-17","2021-07-23","2021-07-23","464","2173","1","1","34070","5","81.72","41.66","81.72","0.0","On Time","0"
"20210717457485","2","2021-07-17","2021-07-23","2021-07-23","438","1080","1","1","34070","3","323.87","107.3","323.87","0.0","On Time","0"
"20210717457485","3","2021-07-17","2021-07-23","2021-07-23","35","2102","1","1","34070","2","396.57","182.37","396.57","0.0","On Time","0"
"20211208223118","1","2021-12-08","2021-12-15","2021-12-15","26","1548","1","1","27332","1","133.36","61.33","133.36","0.0","On Time","0"
"20250120662138","1","2025-01-20","2025-01-23","2025-01-25","233","1054","1","1","13223","3","156.42","71.93","156.42","0.0","Delayed","1"
"20250120662138","2","2025-01-20","2025-01-23","2025-01-27","298","1908","1","1","13223","3","65.17","33.22","65.17","0.0","Delayed","1"
"20250120662138","3","2025-01-20","2025-01-23","2025-01-28","441","2217","1","1","13223","6","115.31","53.02","115.31","0.0","Delayed","1"
"20240209986743","1","2024-02-09","2024-02-16","2024-02-16","113","283","1","1","25073","6","184.37","98.91","215.08","30.71","On Time","0"
"20221005712641","1","2022-10-05","2022-10-11","2022-10-11","273","1538","1","1","14220","4","140.38","64.55","140.38","0.0","On Time","0"
"20220914127779","1","2022-09-14","2022-09-18","2022-09-22","462","807","48","1","32651","4","5.47","3.04","5.97","0.5","Delayed","1"
"20220914127779","2","2022-09-14","2022-09-18","2022-09-20","155","1167","48","1","32651","4","63.42","40.9","80.22","16.8","Delayed","1"
"20250430273859","1","2025-04-30","2025-05-07","2025-05-07","274","1559","1","1","29518","6","149.9","68.94","149.9","0.0","On Time","0"
"20220218806150","1","2022-02-18","2022-02-23","2022-02-23","443","4","37","1","21564","5","9.56","5.51","10.81","1.25","On Time","0"
"20220218806150","2","2022-02-18","2022-02-23","2022-02-23","395","298","37","1","21564","5","138.25","78.98","154.92","16.67","On Time","0"
"20220218806150","3","2022-02-18","2022-02-23","2022-02-23","396","1924","37","1","21564","4","134.11","76.68","150.4","16.29","On Time","0"
"20210731187319","1","2021-07-31","2021-08-05","2021-08-04","189","683","1","1","7345","7","64.67","29.74","64.67","0.0","Early Delivery","0"
"20250515987725","1","2025-05-15","2025-05-20","2025-05-20","421","1059","1","1","35854","4","142.76","77.93","169.46","26.7","On Time","0"
"20221110254552","1","2022-11-10","2022-11-14","2022-11-14","210","2030","1","1","19542","5","47.62","24.28","47.62","0.0","On Time","0"
"20250309944011","1","2025-03-09","2025-03-14","2025-03-14","41","2346","1","1","22942","6","60.16","30.67","60.16","0.0","On Time","0"
"20250325050261","1","2025-03-25","2025-03-31","2025-04-05","160","771","1","1","15660","7","7.97","4.07","7.97","0.0","Delayed","1"
"20250325050261","2","2025-03-25","2025-03-31","2025-04-03","69","842","1","1","15660","8","13.49","6.87","13.49","0.0","Delayed","1"
"20220225543084","1","2022-02-25","2022-03-04","2022-03-04","457","217","37","1","39805","3","310.46","161.15","350.44","39.98","On Time","0"
"20240327669131","1","2024-03-27","2024-04-02","2024-04-02","388","1236","1","1","39215","3","94.25","48.05","94.25","0.0","On Time","0"
"20250114677166","1","2025-01-14","2025-01-19","2025-01-25","100","2006","1","1","4502","3","47.62","24.28","47.62","0.0","Delayed","1"
"20230531984842","1","2023-05-31","2023-06-05","2023-06-05","184","530","1","1","35556","1","310.34","102.82","310.34","0.0","On Time","0"
"20230531984842","2","2023-05-31","2023-06-05","2023-06-05","404","1433","1","1","35556","3","154.42","71.01","154.42","0.0","On Time","0"
"20231021403183","1","2023-10-21","2023-10-28","2023-10-28","141","2422","1","1","39141","7","13.03","6.64","13.03","0.0","On Time","0"
"20231021403183","2","2023-10-21","2023-10-28","2023-10-28","259","2155","1","1","39141","5","81.72","41.66","81.72","0.0","On Time","0"
"20231021403183","3","2023-10-21","2023-10-28","2023-10-28","427","954","1","1","39141","3","84.3","43.09","93.7","9.4","On Time","0"
"20231021403183","4","2023-10-21","2023-10-28","2023-10-28","488","2254","1","1","39141","4","318.85","105.64","318.85","0.0","On Time","0"
"20240803125242","1","2024-08-03","2024-08-06","2024-08-09","364","1001","1","1","10097","4","100.27","33.22","100.27","0.0","Delayed","1"
"20250909230321","1","2025-09-09","2025-09-15","2025-09-20","376","632","1","1","32464","2","63.42","35.53","69.69","6.27","Delayed","1"
"20240513526924","1","2024-05-13","2024-05-17","2024-05-17","271","1964","1","1","15678","3","356.09","207.27","450.72","94.63","On Time","0"
"20230727712578","1","2023-07-27","2023-07-30","2023-08-03","256","133","1","1","25193","6","175.45","80.68","175.45","0.0","Delayed","1"
"20250614996182","1","2025-06-14","2025-06-19","2025-06-19","171","2426","1","1","21358","3","20.05","10.22","20.05","0.0","On Time","0"
"20250614996182","2","2025-06-14","2025-06-19","2025-06-19","71","342","1","1","21358","2","300.31","138.1","300.31","0.0","On Time","0"
"20250614996182","3","2025-06-14","2025-06-19","2025-06-19","496","5","1","1","21358","3","10.81","5.51","10.81","0.0","On Time","0"
"20250718762429","1","2025-07-18","2025-07-24","2025-07-28","255","1405","1","1","11630","4","18.04","8.3","18.04","0.0","Delayed","1"
"20250718762429","2","2025-07-18","2025-07-24","2025-07-30","438","528","1","1","11630","3","410.61","136.04","410.61","0.0","Delayed","1"
"20230505765690","1","2023-05-05","2023-05-12","2023-05-13","54","1019","1","1","12235","4","128.34","44.52","134.36","6.02","Delayed","1"
"20230505765690","2","2023-05-05","2023-05-12","2023-05-10","395","1827","1","1","12235","4","1266.41","440.52","1329.58","63.17","Early Delivery","1"
"20230505765690","3","2023-05-05","2023-05-12","2023-05-13","343","1729","1","1","12235","2","38.95","17.91","38.95","0.0","Delayed","1"
"20220614835479","1","2022-06-14","2022-06-21","2022-06-21","70","2250","1","1","26618","4","60.16","30.67","60.16","0.0","On Time","0"
"20220326046496","1","2022-03-26","2022-04-02","2022-04-02","412","2514","42","1","35550","4","45.99","21.59","65.17","19.18","On Time","0"
"20220326046496","2","2022-03-26","2022-04-02","2022-04-02","381","1276","41","1","35550","5","20.37","13.33","26.14","5.77","On Time","0"
"20231117787916","1","2023-11-17","2023-11-24","2023-11-24","283","795","1","1","10219","3","6.97","3.55","6.97","0.0","On Time","0"
"20240830783849","1","2024-08-30","2024-09-06","2024-09-06","85","1681","1","1","40349","7","3.45","1.59","3.45","0.0","On Time","0"
"20240830783849","2","2024-08-30","2024-09-06","2024-09-06","130","537","1","1","40349","3","64.67","32.97","64.67","0.0","On Time","0"
"20240830783849","3","2024-08-30","2024-09-06","2024-09-06","75","1527","1","1","40349","7","134.36","61.79","134.36","0.0","On Time","0"
"20240830783849","4","2024-08-30","2024-09-06","2024-09-06","86","1468","1","1","40349","4","94.76","43.57","94.76","0.0","On Time","0"
"20240830783849","5","2024-08-30","2024-09-06","2024-09-06","173","1494","1","1","40349","6","104.28","47.95","104.28","0.0","On Time","0"
"20241230980169","1","2024-12-30","2025-01-06","2025-01-06","401","1146","1","1","5937","4","317.36","145.94","317.36","0.0","On Time","0"
"20241230980169","2","2024-12-30","2025-01-06","2025-01-06","271","477","1","1","5937","4","310.34","102.82","310.34","0.0","On Time","0"
"20230529846699","1","2023-05-29","2023-06-03","2023-06-03","361","2321","1","1","71","7","115.31","53.02","115.31","0.0","On Time","0"
"20220831734444","1","2022-08-31","2022-09-03","2022-09-03","236","413","46","1","41004","4","283.77","138.1","300.31","16.54","On Time","0"
"20251211830768","1","2025-12-11","2025-12-15","2025-12-15","23","116","1","1","40354","6","85.22","43.45","85.22","0.0","On Time","0"
"20251211830768","2","2025-12-11","2025-12-15","2025-12-15","123","143","1","1","40354","6","150.4","76.68","150.4","0.0","On Time","0"
"20251211830768","3","2025-12-11","2025-12-15","2025-12-15","365","1708","1","1","40354","5","33.53","16.17","35.16","1.63","On Time","0"
"20251211830768","4","2025-12-11","2025-12-15","2025-12-15","344","194","1","1","40354","5","149.9","76.43","149.9","0.0","On Time","0"
"20240430392155","1","2024-04-30","2024-05-06","2024-05-06","279","2376","1","1","41089","6","304.56","105.64","318.85","14.29","On Time","0"
"20230822341964","1","2023-08-22","2023-08-27","2023-08-27","471","703","1","1","38559","7","104.78","34.72","104.78","0.0","On Time","0"
"20231120218603","1","2023-11-20","2023-11-24","2023-11-24","205","2426","1","1","22120","3","20.05","10.22","20.05","0.0","On Time","0"
"20220507334261","1","2022-05-07","2022-05-13","2022-05-13","93","795","1","1","20070","3","6.97","3.55","6.97","0.0","On Time","0"
"20251018727599","1","2025-10-18","2025-10-21","2025-10-21","446","1258","1","1","34016","3","20.05","10.22","20.05","0.0","On Time","0"
"20210916243555","1","2021-09-16","2021-09-20","2021-09-23","93","378","24","1","14587","4","317.35","174.76","380.02","62.67","Delayed","1"
"20220816136076","1","2022-08-16","2022-08-20","2022-08-20","99","2137","1","1","7629","2","81.72","41.66","81.72","0.0","On Time","0"
"20240308820354","1","2024-03-08","2024-03-13","2024-03-13","460","398","1","1","15181","3","191.99","97.88","191.99","0.0","On Time","0"
"20251030729641","1","2025-10-30","2025-11-06","2025-11-08","284","2307","1","1","9889","10","51.13","26.07","51.13","0.0","Delayed","1"
"20241113559928","1","2024-11-13","2024-11-18","2024-11-19","460","2263","1","1","1166","5","147.02","78.16","169.96","22.94","Delayed","1"
"20250322266077","1","2025-03-22","2025-03-27","2025-03-27","45","1946","1","1","40800","4","450.72","207.27","450.72","0.0","On Time","0"
"20250322266077","2","2025-03-22","2025-03-27","2025-03-27","206","1462","1","1","40800","4","134.36","61.79","134.36","0.0","On Time","0"
"20250322266077","3","2025-03-22","2025-03-27","2025-03-27","147","1815","1","1","40800","3","16.04","8.18","16.04","0.0","On Time","0"
"20250322266077","4","2025-03-22","2025-03-27","2025-03-25","433","1049","1","1","40800","4","294.79","97.67","294.79","0.0","Early Delivery","0"
"20241210767234","1","2024-12-10","2024-12-16","2024-12-20","464","406","1","1","28627","5","191.99","97.88","191.99","0.0","Delayed","1"
"20241210767234","2","2024-12-10","2024-12-16","2024-12-22","178","2176","1","1","28627","8","827.23","274.08","827.23","0.0","Delayed","1"
"20211106792369","1","2021-11-06","2021-11-12","2021-11-17","452","2407","1","1","16616","4","200.54","92.22","200.54","0.0","Delayed","1"
"20211106792369","2","2021-11-06","2021-11-12","2021-11-18","77","1747","27","1","16616","1","34.22","18.1","54.65","20.43","Delayed","1"
"20211106792369","3","2021-11-06","2021-11-12","2021-11-15","151","2100","26","1","16616","4","522.03","245.01","739.49","217.46","Delayed","1"
"20250425909719","1","2025-04-25","2025-04-29","2025-04-29","233","1955","1","1","13240","6","140.37","71.57","140.37","0.0","On Time","0"
"20250425909719","2","2025-04-25","2025-04-29","2025-04-29","133","1377","1","1","13240","3","8.02","4.09","8.02","0.0","On Time","0"
"20230728151987","1","2023-07-28","2023-08-02","2023-08-02","409","139","1","1","24747","4","250.67","115.28","250.67","0.0","On Time","1"
"20230728151987","2","2023-07-28","2023-08-02","2023-08-02","220","1439","1","1","24747","6","150.91","69.4","150.91","0.0","On Time","1"
"20230728151987","3","2023-07-28","2023-08-02","2023-08-02","342","864","1","1","24747","5","25.56","11.76","25.56","0.0","On Time","1"
"20230728151987","4","2023-07-28","2023-08-02","2023-08-05","316","462","1","1","24747","5","435.67","144.35","435.67","0.0","Delayed","1"
"20230728151987","5","2023-07-28","2023-08-02","2023-08-03","369","1287","1","1","24747","4","39.1","19.93","39.1","0.0","Delayed","1"
"20230331988688","1","2023-03-31","2023-04-07","2023-04-07","50","1029","1","1","3531","2","100.27","33.22","100.27","0.0","On Time","0"
"20230331988688","2","2023-03-31","2023-04-07","2023-04-07","327","2003","1","1","3531","5","90.24","41.5","90.24","0.0","On Time","0"
"20241111589140","1","2024-11-11","2024-11-15","2024-11-15","125","2232","1","1","40533","4","134.61","61.9","134.61","0.0","On Time","0"
"20250511757740","1","2025-05-11","2025-05-17","2025-05-17","407","839","1","1","35512","4","12.99","5.97","12.99","0.0","On Time","0"
"20250511757740","2","2025-05-11","2025-05-17","2025-05-17","104","1427","1","1","35512","5","115.31","53.03","115.31","0.0","On Time","0"
"20221113487373","1","2022-11-13","2022-11-18","2022-11-18","61","247","1","1","25567","4","169.96","78.16","169.96","0.0","On Time","0"
"20230311420283","1","2023-03-11","2023-03-17","2023-03-17","193","372","1","1","13340","2","380.02","174.76","380.02","0.0","On Time","0"
"20230311420283","2","2023-03-11","2023-03-17","2023-03-17","354","2262","1","1","13340","3","318.85","105.64","318.85","0.0","On Time","0"
"20230311420283","3","2023-03-11","2023-03-17","2023-03-17","324","1758","1","1","13340","4","25.34","12.92","25.34","0.0","On Time","0"
"20230615332657","1","2023-06-15","2023-06-21","2023-06-23","370","1643","1","1","24987","3","29.02","13.35","29.02","0.0","Delayed","1"
"20220618172890","1","2022-06-18","2022-06-24","2022-06-29","47","434","1","1","41030","3","285.27","138.1","300.31","15.04","Delayed","1"
"20220618172890","2","2022-06-18","2022-06-24","2022-06-22","143","1927","1","1","41030","6","1604.32","531.54","1604.32","0.0","Early Delivery","1"
"20211126431124","1","2021-11-26","2021-12-01","2021-12-01","356","1853","1","1","13899","7","997.64","458.78","997.64","0.0","On Time","0"
"20240715926303","1","2024-07-15","2024-07-19","2024-07-19","208","1273","1","1","7578","6","3.48","1.77","3.48","0.0","On Time","0"
"20240715926303","2","2024-07-15","2024-07-19","2024-07-19","378","1489","1","1","7578","6","155.42","71.47","155.42","0.0","On Time","0"
"20240715926303","3","2024-07-15","2024-07-19","2024-07-19","327","433","1","1","7578","2","485.81","160.96","485.81","0.0","On Time","0"
"20240314194316","1","2024-03-14","2024-03-21","2024-03-21","149","502","1","1","15005","3","35.59","14.95","45.12","9.53","On Time","0"
"20240511320443","1","2024-05-11","2024-05-18","2024-05-18","316","2427","1","1","32525","3","16.49","8.41","16.49","0.0","On Time","0"
"20240511320443","2","2024-05-11","2024-05-18","2024-05-18","66","264","1","1","32525","2","240.65","122.69","240.65","0.0","On Time","0"
"20250806044927","1","2025-08-06","2025-08-12","2025-08-12","325","840","1","1","35430","5","20.0","9.2","20.0","0.0","On Time","0"
"20210314942852","1","2021-03-14","2021-03-17","2021-03-17","247","973","1","1","9720","4","100.27","33.22","100.27","0.0","On Time","0"
"20250902117256","1","2025-09-02","2025-09-07","2025-09-07","423","2370","1","1","15794","4","220.22","106.05","230.62","10.4","On Time","0"
"20250902117256","2","2025-09-02","2025-09-07","2025-09-07","150","2358","1","1","15794","3","189.51","92.22","200.54","11.03","On Time","0"
"20250902117256","3","2025-09-02","2025-09-07","2025-09-07","464","1601","1","1","15794","4","80.21","36.88","80.21","0.0","On Time","0"
"20220113108548","1","2022-01-13","2022-01-18","2022-01-18","131","1340","32","1","32486","2","3.22","3.62","7.11","3.89","On Time","0"
"20220113108548","2","2022-01-13","2022-01-18","2022-01-18","191","1400","1","1","32486","3","18.04","8.3","18.04","0.0","On Time","0"
"20250825171020","1","2025-08-25","2025-08-31","2025-08-31","224","1443","1","1","40556","3","295.3","97.84","295.3","0.0","On Time","0"
"20250825171020","2","2025-08-25","2025-08-31","2025-08-31","134","1657","1","1","40556","4","90.24","41.5","90.24","0.0","On Time","0"
"20240809562990","1","2024-08-09","2024-08-13","2024-08-13","397","647","1","1","2016","2","39.23","22.24","43.62","4.39","On Time","0"
"20220406487135","1","2022-04-06","2022-04-09","2022-04-09","6","2089","40","1","206","4","112.81","65.82","129.1","16.29","On Time","0"
"20220406487135","2","2022-04-06","2022-04-09","2022-04-09","255","779","43","1","206","6","15.61","10.2","20.0","4.39","On Time","0"
"20220916626316","1","2022-09-16","2022-09-19","2022-09-19","137","1320","49","1","1549","2","11.52","6.22","13.53","2.01","On Time","0"
"20230203166649","1","2023-02-03","2023-02-07","2023-02-11","385","1727","1","1","4803","4","28.08","12.91","28.08","0.0","Delayed","1"
"20250804025844","1","2025-08-04","2025-08-10","2025-08-12","70","67","1","1","13202","3","11.75","6.57","12.88","1.13","Delayed","1"
"20250804025844","2","2025-08-04","2025-08-10","2025-08-09","287","1789","1","1","13202","3","21.56","10.99","21.56","0.0","Early Delivery","1"
"20250228641986","1","2025-02-28","2025-03-04","2025-03-07","431","1053","1","1","25404","2","294.79","97.67","294.79","0.0","Delayed","1"
"20250228641986","2","2025-02-28","2025-03-04","2025-03-04","13","384","1","1","25404","8","359.09","174.76","380.02","20.93","On Time","1"
"20250228641986","3","2025-02-28","2025-03-04","2025-03-06","289","2046","1","1","25404","2","70.18","35.78","70.18","0.0","Delayed","1"
"20250228641986","4","2025-02-28","2025-03-04","2025-03-05","14","2444","1","1","25404","4","2.37","1.27","2.5","0.13","Delayed","1"
"20250228641986","5","2025-02-28","2025-03-04","2025-03-04","487","2008","1","1","25404","2","100.27","46.11","100.27","0.0","On Time","1"
"20241109820207","1","2024-11-09","2024-11-15","2024-11-15","309","1160","1","1","35895","5","446.2","205.19","446.2","0.0","On Time","0"
"20251212983849","1","2025-12-12","2025-12-15","2025-12-15","308","451","1","1","16070","8","280.26","128.88","280.26","0.0","On Time","0"
"20240418330276","1","2024-04-18","2024-04-25","2024-04-25","335","611","1","1","21050","3","1095.95","381.22","1150.6","54.65","On Time","0"
"20251226823901","1","2025-12-26","2026-01-01","2026-01-05","122","1010","1","1","6252","4","93.7","43.09","93.7","0.0","Delayed","1"
"20251226823901","2","2025-12-26","2026-01-01","2026-01-01","332","594","1","1","6252","5","149.9","68.94","149.9","0.0","On Time","1"
"20251226823901","3","2025-12-26","2026-01-01","2025-12-31","29","1658","1","1","6252","3","55.14","28.12","55.14","0.0","Early Delivery","1"
"20210211039900","1","2021-02-11","2021-02-15","2021-02-15","49","820","1","1","16709","6","12.78","6.52","12.78","0.0","On Time","0"
"20251123108375","1","2025-11-23","2025-11-28","2025-11-30","257","20","1","1","19059","5","67.18","30.89","67.18","0.0","Delayed","1"
"20240814236850","1","2024-08-14","2024-08-19","2024-08-19","329","401","1","1","14378","2","163.44","83.32","163.44","0.0","On Time","0"
"20240814236850","2","2024-08-14","2024-08-19","2024-08-19","252","1792","1","1","14378","1","21.56","10.99","21.56","0.0","On Time","0"
